patient_id,model,seed,scenario,split,ckpt,dice,recall,hd95,pred_voxels,gt_voxels,pred_empty,gt_empty,complete_miss,hd95_failed,both_empty,seconds,peak_gpu_gb
BraTS20_Training_027,A,0,C0,test,best.pt,0.6984441924918116,0.9982445084623695,10.954451150103322,123864,66648,False,False,False,False,False,0.6272287368774414,6.93477376
BraTS20_Training_027,A,0,C1,test,best.pt,0.6825155026235209,0.9982895210658984,11.357816691600547,128319,66648,False,False,False,False,False,0.37496423721313477,6.93477376
BraTS20_Training_027,A,0,C2,test,best.pt,0.6689414649835169,0.998634617692954,12.041594578792296,132344,66648,False,False,False,False,False,0.3720569610595703,6.93477376
BraTS20_Training_035,A,0,C0,test,best.pt,0.8741136143601015,0.8477066548245892,4.358898943540674,74053,78815,False,False,False,False,False,0.39084553718566895,6.93477376
BraTS20_Training_035,A,0,C1,test,best.pt,0.8651499635214822,0.8199961936179662,4.69041575982343,70588,78815,False,False,False,False,False,0.3907196521759033,6.93477376
BraTS20_Training_035,A,0,C2,test,best.pt,0.8683618659540127,0.8327856372517922,4.47213595499958,72357,78815,False,False,False,False,False,0.3750455379486084,6.93477376
BraTS20_Training_051,A,0,C0,test,best.pt,0.9229631738349979,0.9600806119930904,2.449489742783178,131348,121570,False,False,False,False,False,0.3747086524963379,6.93477376
BraTS20_Training_051,A,0,C1,test,best.pt,0.9181893622684641,0.9647445915933207,2.8284271247461903,133898,121570,False,False,False,False,False,0.3757765293121338,6.93477376
BraTS20_Training_051,A,0,C2,test,best.pt,0.9184226639678323,0.9685366455540018,2.449489742783178,134837,121570,False,False,False,False,False,0.3719336986541748,6.93477376
BraTS20_Training_052,A,0,C0,test,best.pt,0.8647220902612827,0.9903157711475267,4.0,59299,45951,False,False,False,False,False,0.3919236660003662,6.93477376
BraTS20_Training_052,A,0,C1,test,best.pt,0.8664679384005867,0.9899675741550782,3.605551275463989,59050,45951,False,False,False,False,False,0.3950927257537842,6.93477376
BraTS20_Training_052,A,0,C2,test,best.pt,0.8578386663030907,0.99270962547061,4.123105625617661,60400,45951,False,False,False,False,False,0.37198448181152344,6.93477376
BraTS20_Training_054,A,0,C0,test,best.pt,0.9155162388360044,0.8695609005386353,2.449489742783178,72485,80574,False,False,False,False,False,0.3913695812225342,6.93477376
BraTS20_Training_054,A,0,C1,test,best.pt,0.911539016488057,0.8624742472757961,2.8284271247461903,71900,80574,False,False,False,False,False,0.3921699523925781,6.93477376
BraTS20_Training_054,A,0,C2,test,best.pt,0.921432292839179,0.8889716285650457,2.23606797749979,74897,80574,False,False,False,False,False,0.37169933319091797,6.93477376
BraTS20_Training_057,A,0,C0,test,best.pt,0.9303665671378676,0.9265790282227977,2.23606797749979,90390,91132,False,False,False,False,False,0.39110851287841797,6.93477376
BraTS20_Training_057,A,0,C1,test,best.pt,0.9304459271401148,0.9280823420971778,2.23606797749979,90669,91132,False,False,False,False,False,0.3722093105316162,6.93477376
BraTS20_Training_057,A,0,C2,test,best.pt,0.929673724950734,0.9343918711319844,2.23606797749979,92057,91132,False,False,False,False,False,0.37172675132751465,6.93477376
BraTS20_Training_086,A,0,C0,test,best.pt,0.760090561324069,0.7037393986121819,11.704699910719626,17675,20752,False,False,False,False,False,0.3935823440551758,6.93477376
BraTS20_Training_086,A,0,C1,test,best.pt,0.7831880839147334,0.781659599074788,10.954451150103322,20671,20752,False,False,False,False,False,0.3756704330444336,6.93477376
BraTS20_Training_086,A,0,C2,test,best.pt,0.7941794664510914,0.8284502698535081,60.73301938869621,22543,20752,False,False,False,False,False,0.3904449939727783,6.93477376
BraTS20_Training_108,A,0,C0,test,best.pt,0.8847447417298329,0.9850771294433266,3.3166247903554,21950,17892,False,False,False,False,False,0.3911616802215576,6.93477376
BraTS20_Training_108,A,0,C1,test,best.pt,0.881846107739567,0.9867538564721663,3.605551275463989,22149,17892,False,False,False,False,False,0.37219977378845215,6.93477376
